,OFFENSE_CODE,Lat,Long
9,616,42.357878706879,-71.0696797303973
16,616,0.0,0.0
29,615,42.2975553295965,-71.0597091024257
39,616,42.3395419898301,-71.0694087696754
44,615,42.3708180467024,-71.0392907813515
46,619,42.3286628355561,-71.0856340118355
47,616,42.3618385665647,-71.0597648909416
52,619,42.3361127382414,-71.1092782601736
70,619,42.3708180467024,-71.0392907813515
95,617,42.3618385665647,-71.0597648909416
100,616,42.3708180467024,-71.0392907813515
105,617,42.3395419898301,-71.0694087696754
111,617,42.3618385665647,-71.0597648909416
115,619,42.3618385665647,-71.0597648909416
117,619,42.2975553295965,-71.0597091024257
132,619,42.3490560003051,-71.1504984997502
134,540,42.3305801428151,-71.0624838640099
142,616,42.3618385665647,-71.0597648909416
146,520,42.3102923122331,-71.1267088310915
149,619,42.2848257658049,-71.091373689388
163,615,42.2870935525911,-71.1482212837716
168,613,42.2805950462512,-71.1709152403317
173,619,42.2870935525911,-71.1482212837716
178,301,0.0,0.0
179,619,42.3490560003051,-71.1504984997502
196,619,42.3292590480433,-71.0848240207294
200,614,42.3618385665647,-71.0597648909416
205,619,42.3708180467024,-71.0392907813515
213,617,42.3618385665647,-71.0597648909416
225,613,42.2805950462512,-71.1709152403317
232,619,42.3286628355561,-71.0856340118355
239,615,42.3766316681323,-71.0559319549787
240,614,42.3457782028852,-71.0842959466965
243,614,42.3395419898301,-71.0694087696754
246,619,42.2562159204022,-71.1240194732902
252,520,42.3416292316533,-71.0552044673102
253,614,42.2715394755622,-71.0792961943288
254,617,42.2781069328788,-71.1163652327501
256,617,42.3286628355561,-71.0856340118355
257,617,42.3474834236614,-71.1336315826262
261,619,42.3147332873906,-71.1145213109481
262,617,42.3708180467024,-71.0392907813515
263,616,42.3412875043904,-71.054679326494
267,619,42.2848257658049,-71.091373689388
270,619,42.2929952256404,-71.1211536418836
273,615,42.3247457082704,-71.0555350193787
274,617,42.3395419898301,-71.0694087696754
277,619,42.3066284506475,-71.0790698412947
281,613,42.2870935525911,-71.1482212837716
283,616,42.364455689391,-71.0684577776386
286,616,42.3490560003051,-71.1504984997502
288,619,42.3129772224191,-71.0749927844506
290,617,42.2975553295965,-71.0597091024257
293,619,42.2975553295965,-71.0597091024257
294,619,42.2975553295965,-71.0597091024257
304,615,42.3395419898301,-71.0694087696754
306,614,42.2848257658049,-71.091373689388
311,617,42.3412875043904,-71.054679326494
313,617,42.3395419898301,-71.0694087696754
317,616,42.3618385665647,-71.0597648909416
319,619,42.2848257658049,-71.091373689388
329,617,42.3552142873226,-71.0620635090966
330,540,42.3412875043904,-71.054679326494
336,619,42.2848257658049,-71.091373689388
337,617,42.3490560003051,-71.1504984997502
349,619,42.2848257658049,-71.091373689388
350,617,42.2975553295965,-71.0597091024257
366,617,42.3395419898301,-71.0694087696754
369,619,42.3708180467024,-71.0392907813515
371,520,42.3618385665647,-71.0597648909416
374,301,42.2975553295965,-71.0597091024257
376,616,42.3432281634649,-71.063430866758
381,616,42.3395419898301,-71.0694087696754
389,614,42.3708180467024,-71.0392907813515
392,616,42.3490560003051,-71.1504984997502
396,619,42.3708180467024,-71.0392907813515
397,619,42.3766316681323,-71.0559319549787
398,615,42.3708180467024,-71.0392907813515
399,520,42.3490560003051,-71.1504984997502
400,614,42.3395419898301,-71.0694087696754
405,616,42.3654555581412,-71.0559027502963
408,617,42.2945050833023,-71.0642085930699
409,540,42.3290532465974,-71.0889104833367
411,520,42.3498418254364,-71.1367890213328
419,619,42.2848257658049,-71.091373689388
421,520,42.3404144060798,-71.0803169945157
422,613,42.3487757491561,-71.0960680465352
423,614,42.3766316681323,-71.0559319549787
426,540,42.3316337080376,-71.0677428779105
429,619,0.0,0.0
430,520,42.3506617054785,-71.1285088228104
433,616,42.3542837724149,-71.0638040374747
450,613,42.3395419898301,-71.0694087696754
455,613,42.3177153418413,-71.0982304886753
459,520,42.3770439584942,-71.0351807421949
469,614,42.3278851556469,-71.077706327428
508,520,42.2975553295965,-71.0597091024257
529,619,42.332589581067,-71.1003137649898
536,619,42.3708180467024,-71.0392907813515
542,613,42.3509590879459,-71.0741278007508
546,619,42.285260240741,-71.0644406318784
547,619,42.3235610980843,-71.0737422639975
548,619,42.3490560003051,-71.1504984997502
553,617,0.0,0.0
554,613,42.3474989903015,-71.0792550560064
562,617,42.2975553295965,-71.0597091024257
567,617,42.3452109987635,-71.0881498703324
573,301,42.3497770211391,-71.1645254550381
580,619,42.2853474355388,-71.1104763295262
591,617,42.3669036871671,-71.05071085073
592,615,42.3427262687832,-71.0864635227143
593,619,42.3412875043904,-71.054679326494
594,614,42.3708180467024,-71.0392907813515
596,617,42.3395419898301,-71.0694087696754
597,614,42.2975553295965,-71.0597091024257
608,540,42.3589545541624,-71.0503500492356
611,520,42.3778457669006,-71.0330355048533
614,614,42.3292590480433,-71.0848240207294
620,613,42.3338068325205,-71.1037784302464
631,617,42.2975553295965,-71.0597091024257
635,613,42.3618385665647,-71.0597648909416
670,540,42.2783992011305,-71.0663630509312
676,613,42.356486304603,-71.0592814493937
685,619,42.2562159204022,-71.1240194732902
699,613,42.2956967979533,-71.0721405490372
708,520,42.3463802142777,-71.1380449641861
710,619,42.3135749677752,-71.1004890408241
711,619,42.3782637017552,-71.0391844609083
723,614,42.3846415883986,-71.0057516311612
728,613,42.3490195439479,-71.0813013421
729,613,42.3490195439479,-71.0813013421
730,613,42.3490195439479,-71.0813013421
731,617,42.3131000351627,-71.0763974655569
734,301,42.341552223316,-71.08632279718
736,520,42.2881367556929,-71.0947574727873
737,614,42.2976054630799,-71.0802492362579
744,614,42.2891179715131,-71.0892049855738
753,619,42.3559193485328,-71.0600053898203
756,613,42.3441262779061,-71.0994277699999
757,613,42.3441262779061,-71.0994277699999
761,613,42.255926478566,-71.1231720744781
762,615,42.384531828828,-71.0223229418825
776,613,42.3509590879459,-71.0741278007508
777,613,42.3527294742853,-71.0625629084842
783,613,42.3192934340632,-71.1117823595012
785,617,42.3504327263599,-71.1271047962809
788,614,42.3708180467024,-71.0392907813515
799,617,42.3269211210856,-71.0584186076542
801,613,42.3173547171079,-71.0658297016548
808,613,42.3443956841544,-71.0863201634481
811,614,42.380069679299,-71.0697491788729
815,614,42.3838135294389,-71.0007736098981
816,540,42.3462507990564,-71.099538558729
820,614,42.346343125022,-71.0848201277204
825,520,42.3321550162126,-71.0569909930216
832,617,42.2975553295965,-71.0597091024257
834,613,42.3340182895851,-71.0763812393086
839,540,42.3062923410713,-71.0780325931966
843,619,42.3491550304664,-71.0841369788616
855,613,42.3119340282003,-71.114290902182
867,614,0.0,0.0
882,301,42.2741969021653,-71.1073822471626
885,540,42.3136418252167,-71.0631649327371
889,520,42.333220067715,-71.1094394283593
911,616,42.3618385665647,-71.0597648909416
919,617,42.3618385665647,-71.0597648909416
928,615,42.3857436766554,-71.0118695691017
930,613,42.2662373546204,-71.1684334561187
934,614,42.3802539825579,-71.0711363765336
937,613,42.3653747964205,-71.0615416148164
940,614,42.3376795246761,-71.0752911863585
953,613,42.3511800513938,-71.0766660671236
957,617,42.3412875043904,-71.054679326494
958,614,42.2975553295965,-71.0597091024257
967,617,42.3369851520409,-71.0725882320579
969,617,42.2848257658049,-71.091373689388
975,617,42.3412875043904,-71.054679326494
977,301,42.3304411329478,-71.0837348099027
979,617,42.3009548788111,-71.0653760141364
980,615,42.3556032881506,-71.1469221421178
985,614,42.3584014621641,-71.0504155625183
987,617,42.272947489942,-71.0715427168887
988,615,42.3166616948908,-71.076342806466
1001,617,42.3149050573075,-71.0786670153241
1002,613,42.3742110344141,-71.0391848457012
1003,614,42.3545193081305,-71.0758808171347
1004,617,42.2975553295965,-71.0597091024257
1025,614,42.3395419898301,-71.0694087696754
1036,614,42.3015455473963,-71.0811818366696
1045,301,0.0,0.0
1058,613,42.360644695548,-71.0708619201114
1068,614,42.3286628355561,-71.0856340118355
1076,614,42.3415803658681,-71.0988455483868
1084,617,42.3535882167022,-71.1268957138656
1086,617,42.3421130794095,-71.1014333894048
1091,612,42.3716755389737,-71.0356391905613
1095,614,42.3425558707721,-71.0980786677115
1098,301,42.3542716144385,-71.0683861312104
1109,619,42.2975553295965,-71.0597091024257
1117,617,42.3353740984913,-71.0783156023399
1121,613,42.3484057624732,-71.0868833874023
1123,614,42.2870935525911,-71.1482212837716
1130,520,42.3379368527107,-71.0504979286743
1141,520,42.2693209773988,-71.1720493822165
1142,520,42.3411512676837,-71.1434341697732
1146,617,42.3766316681323,-71.0559319549787
1147,540,42.3484057624732,-71.0868833874023
1149,613,42.376202668189,-71.0397992616017
1150,520,42.3449672845505,-71.0638222387923
1156,616,42.3425558707721,-71.0980786677115
1166,617,42.3613247976766,-71.0524355276211
1170,614,42.3476706671325,-71.0762074220551
1175,616,42.3618385665647,-71.0597648909416
1180,540,42.3466915052608,-71.0891548789256
1185,1300,42.336711295865,-71.0710205717708
1197,540,42.3616519603689,-71.0563052903315
1198,619,42.3097185676727,-71.1042943178765
1199,614,42.3286628355561,-71.0856340118355
1205,614,42.3415341246194,-71.0817436772639
1209,617,42.2593700244718,-71.1224036857792
1215,614,42.3415050105868,-71.0883367349465
1230,614,42.3766316681323,-71.0559319549787
1241,614,42.3425558707721,-71.0980786677115
1243,614,42.3457859790026,-71.0794228131123
1249,613,42.2976727934234,-71.0494101763903
1250,614,42.3312926557353,-71.1062770531038
1251,520,42.3297284810768,-71.0546678051653
1252,540,42.3364089122433,-71.0856503922073
1254,614,42.3326799372643,-71.1095790016152
1258,614,42.3282486553649,-71.0908701241985
