,OFFENSE_CODE,Lat,Long
19,520,42.35123423303151,-71.06213842399693
30,619,42.30971856767274,-71.10429431787648
36,615,42.34275698309205,-71.04620602914363
43,301,0.0,0.0
71,1300,42.34339388035499,-71.09849282040126
172,1300,42.33003458878762,-71.05825989154081
222,617,42.35512339036804,-71.06087979851635
263,619,42.31674810947312,-71.11356249137687
317,617,42.33954198983014,-71.06940876967543
381,617,42.36183856656472,-71.05976489094158
429,619,42.35066173904468,-71.0660223169682
430,301,42.28281073542675,-71.09722321342178
436,617,42.36394508860796,-71.05942841351614
438,617,42.28728494247206,-71.15306857223622
445,614,42.33954198983014,-71.06940876967543
454,613,42.31929343406324,-71.11178235950122
458,619,42.29755532959655,-71.05970910242573
462,520,42.3249232816322,-71.08069052582721
470,613,42.359979672263634,-71.05474134552637
474,614,42.33041036318887,-71.11148382266867
477,616,42.30971856767274,-71.10429431787648
480,614,42.34905600030506,-71.15049849975023
482,616,42.32469442576835,-71.10087901665398
487,613,42.27531311497116,-71.11587797694025
503,614,42.28981485753005,-71.11767828112077
510,301,42.322797825283104,-71.10033101200467
520,617,42.31847226230559,-71.084092886743
524,614,42.34905600030506,-71.15049849975023
528,614,42.36067984116042,-71.05482325449019
529,613,42.348623815554966,-71.08277637086411
532,619,0.0,0.0
534,616,42.33954198983014,-71.06940876967543
537,520,42.318979194440985,-71.07964653366601
538,619,42.349770002090885,-71.08529410517325
541,619,42.28482576580488,-71.09137368938802
551,617,42.34868917396023,-71.07257992336157
553,613,42.33330170452234,-71.0818167495313
556,619,42.35512339036804,-71.06087979851635
566,617,42.33954198983014,-71.06940876967543
567,520,42.31661749735653,-71.0640782725732
568,1300,42.322797825283104,-71.10033101200467
569,617,42.31771534184127,-71.09823048867534
573,619,42.34243944830421,-71.08445529920462
578,1304,42.29552025556787,-71.08420476281002
587,619,42.36489099645685,-71.05899701984406
590,614,42.33954198983014,-71.06940876967543
591,619,42.36112531510128,-71.06667211360971
598,619,42.32160098802585,-71.1120700174238
609,301,42.37644379673373,-71.03474021464687
610,301,42.33614948406657,-71.07406908147748
611,614,42.36067984116042,-71.05482325449019
615,617,42.30638322801941,-71.06021217719662
622,614,42.31015595353559,-71.07928346834971
624,614,42.325558900954086,-71.0760098147531
628,520,42.28033540074806,-71.08823995254264
634,301,42.31236297500346,-71.06890380503806
635,613,42.30422175471675,-71.0791845947074
641,619,42.34905600030506,-71.15049849975023
650,614,42.33665704772972,-71.08518708349406
651,619,42.33954198983014,-71.06940876967543
660,540,42.28720749300511,-71.1493802181409
665,614,42.296015656059,-71.05766432058972
674,540,42.33766029223712,-71.08339200572716
681,617,42.34494991901562,-71.09991574109148
685,616,42.30422175471675,-71.0791845947074
688,613,42.35393492457375,-71.13652594523757
694,614,42.378857192274495,-71.03855550433948
695,617,42.35603279273716,-71.05919354811391
709,615,42.35723985206669,-71.15571871808115
713,613,42.29131612789713,-71.07170292796064
714,614,42.348623815554966,-71.08277637086411
717,619,42.33954198983014,-71.06940876967543
723,301,42.27905729477716,-71.095847886272
733,617,42.33954198983014,-71.06940876967543
750,613,42.35512339036804,-71.06087979851635
753,301,42.3708180467024,-71.03929078135145
755,614,42.28174230740759,-71.09241593684587
760,613,42.35648630460298,-71.05928144939367
767,614,42.34348107122344,-71.08250255726202
769,617,42.348623815554966,-71.08277637086411
776,617,42.34840576247316,-71.08688338740227
778,617,42.32692266329346,-71.08313475263472
791,617,42.34905600030506,-71.15049849975023
812,520,42.34905600030506,-71.15049849975023
814,616,42.33954198983014,-71.06940876967543
815,617,42.34329794595815,-71.06458096424923
819,301,42.33473803283113,-71.08357422661557
822,613,42.33044113294782,-71.08373480990272
824,614,42.29910777060258,-71.06829571750755
837,613,42.295696797953255,-71.07214054903721
845,613,42.35594238717985,-71.06258333167791
847,617,42.3708180467024,-71.03929078135145
850,616,42.28492596377615,-71.07135253614952
853,1300,42.32214914578552,-71.10091019393151
859,520,42.335246206192345,-71.04425509476414
863,619,42.30639715781975,-71.08349251370984
868,619,42.34188347413454,-71.15719350415506
874,617,42.33954198983014,-71.06940876967543
877,301,42.25621592040216,-71.12401947329023
882,614,42.3163311419595,-71.06035002432111
888,301,42.351456657986326,-71.06167557100903
890,614,42.33753030883308,-71.07448984565349
900,540,42.33767952467607,-71.07529118635851
904,619,42.33954198983014,-71.06940876967543
905,614,42.332033022442296,-71.08402101062134
911,617,42.31506898049432,-71.09746579411993
920,613,42.35591934853282,-71.06000538982026
931,613,42.350959087945945,-71.07412780075079
933,613,42.35657707007328,-71.1488378354605
942,617,42.33721215410987,-71.07597603259629
946,619,42.36183856656472,-71.05976489094158
947,616,42.361817642453865,-71.04885037404696
956,614,42.348657942309615,-71.13259179496461
962,520,42.30947015994823,-71.0666442392797
966,614,42.33954198983014,-71.06940876967543
968,520,42.28406984588337,-71.08824920193648
969,613,42.3441262779061,-71.0994277699999
984,619,42.34128750439044,-71.05467932649397
988,613,42.335002009514405,-71.07505997965448
992,520,42.27661500705148,-71.08029831171805
994,616,42.353403444093466,-71.12534757804738
998,617,42.32866283555608,-71.08563401183545
999,617,42.30555132638359,-71.0639806790551
1004,617,42.32866283555608,-71.08563401183545
1010,520,42.33954198983014,-71.06940876967543
1012,619,42.379136511573314,-71.05648765276021
1013,1304,42.39352862185009,-71.01158244019425
1018,616,42.32866283555608,-71.08563401183545
1019,617,42.348623815554966,-71.08277637086411
1020,614,42.37663166813234,-71.05593195497872
1025,613,42.35648630460298,-71.05928144939367
1040,617,42.365790758448846,-71.05116185154742
1046,619,0.0,0.0
1047,520,42.32004502336182,-71.08522548922639
1056,520,42.32866283555608,-71.08563401183545
1062,520,42.31820434090195,-71.06657286754425
1075,614,42.34436541524612,-71.07870338345101
1086,614,42.351495969836,-71.06117196502463
1094,617,42.30889840345595,-71.08305190474378
1095,1300,42.345334989226494,-71.08167597122473
1107,520,42.33981268199363,-71.14630280693059
1108,613,42.3502937429797,-71.07744671381569
1110,301,42.23771899188128,-71.13231797030564
1117,613,42.342418994132665,-71.09678306306523
1150,540,42.35073963164991,-71.13047909410511
1159,619,42.32639844264636,-71.11152626308467
1178,301,42.3520477853277,-71.13180684228018
1183,615,42.30559368102023,-71.05887860662811
1185,617,42.33954198983014,-71.06940876967543
1205,617,42.34835707755709,-71.13645290629044
1207,617,42.33954198983014,-71.06940876967543
1209,619,42.32952035449152,-71.08530640838333
1221,617,42.36183856656472,-71.05976489094158
1222,617,42.34148577810547,-71.06920851582105
1231,617,42.27842719277849,-71.09637125405266
1235,614,42.3475079865195,-71.0915320044905
1237,617,42.36183856656472,-71.05976489094158
1238,301,42.32866283555608,-71.08563401183545
1248,616,42.3532756075195,-71.06345772204415
1257,613,42.3481315830497,-71.08027001562783
1260,614,42.362434365137226,-71.0639180988256
1261,520,42.34775725314872,-71.1385630258741
1266,616,42.36183856656472,-71.05976489094158
1280,617,42.3520179408164,-71.05811580493632
1281,613,42.34797239824585,-71.07849581587274
1282,614,42.3708180467024,-71.03929078135145
1285,1304,42.30450829474746,-71.08075871058149
1290,613,42.31521133766155,-71.0878359242823
1292,301,42.35972136485405,-71.05852360114129
1293,619,42.35126907076685,-71.15215623056217
1296,613,0.0,0.0
1297,520,42.34064606227045,-71.1484893843551
1299,614,42.33954198983014,-71.06940876967543
1308,613,42.35512339036804,-71.06087979851635
1311,520,42.31752276858311,-71.0834364729189
1324,520,42.340405627830194,-71.14548725697453
1338,613,42.34932471285015,-71.0801480124617
1341,520,42.339727419815965,-71.04976203791283
1343,301,42.27544326481589,-71.0981729399865
1355,301,42.33649699776782,-71.07601601658193
1361,617,42.34186764975369,-71.07272214723805
1365,540,42.33118812038023,-71.05094139395185
1368,614,42.32018244601907,-71.07394125801929
1370,614,42.34905600030506,-71.15049849975023
1372,614,42.31759956837106,-71.07891328136353
1376,614,42.28482576580488,-71.09137368938802
1383,619,42.28482576580488,-71.09137368938802
1388,1300,42.27854699578345,-71.09325998318566
1395,613,42.355216248269386,-71.06012863469122
1400,301,42.3142679755064,-71.09153905340465
1402,614,42.34905600030506,-71.15049849975023
1407,617,42.36416781086199,-71.05407040755179
1408,619,42.33730677492794,-71.03646955429205
1416,614,42.28482576580488,-71.09137368938802
1426,614,42.33409703052889,-71.10226374286269
1427,615,42.28482576580488,-71.09137368938802
1428,614,42.28968383324921,-71.12256981879565
1433,1300,42.33663268699711,-71.07484724485384
1438,614,42.29755532959655,-71.05970910242573
1439,619,42.32903973548924,-71.09211647782806
1457,614,42.268671009792456,-71.09381904199151
1473,615,42.28482576580488,-71.09137368938802
1482,540,42.28885932282385,-71.0531826851875
1486,613,42.34439568415443,-71.08632016344815
1492,614,42.344474085418845,-71.0888932603075
1493,301,42.36276200132869,-71.05747595662294
1494,619,42.351230057737695,-71.06289921307862
1495,613,42.29131612789713,-71.07170292796064
1496,613,42.27357720483551,-71.06770430263478
1497,613,42.27130225372019,-71.07442361965835
1504,616,42.30706128069152,-71.1110526594628
1505,613,42.359979672263634,-71.05474134552637
1509,617,42.35140041412102,-71.06480285246184
1512,613,42.359979672263634,-71.05474134552637
1533,520,42.30277884271936,-71.0621029322796
1539,301,42.2904153812114,-71.07269541581304
1564,540,42.28314713553411,-71.11374151809324
1579,616,42.349416131520925,-71.04996488070418
1581,619,42.33401828958511,-71.07638123930862
1583,614,42.30511375018597,-71.08243229684746
1585,619,42.33954198983014,-71.06940876967543
1587,616,42.38093482791405,-71.03342367888504
1595,614,42.36183856656472,-71.05976489094158
1598,520,42.28248068112607,-71.06981187279438
1605,614,42.28339069344123,-71.0738862780023
1628,520,42.33954198983014,-71.06940876967543
1629,520,42.33031814655433,-71.11252113574744
1630,613,42.30889361672491,-71.074104735197
1632,614,42.29755532959655,-71.05970910242573
1647,619,42.28482576580488,-71.09137368938802
1661,614,42.27796370032287,-71.09246318185207
1662,617,42.33954198983014,-71.06940876967543
1663,613,42.251894404073866,-71.12535309960198
1670,617,42.30971856767274,-71.10429431787648
1673,540,42.35348228783055,-71.04814060629654
1674,520,42.34905600030506,-71.15049849975023
1681,613,42.35275616772714,-71.04748127479294
1682,617,42.36183856656472,-71.05976489094158
1690,617,42.34905600030506,-71.15049849975023
1696,619,42.34905600030506,-71.15049849975023
1709,619,42.37765999473733,-71.03560198037273
1719,616,42.35172173959798,-71.08624607736272
1721,613,42.3481315830497,-71.08027001562783
1722,617,42.28482576580488,-71.09137368938802
1723,617,42.37596307943468,-71.05747223023484
1725,520,42.28406220175447,-71.08170838797426
1726,613,42.34329794595815,-71.06458096424923
1740,614,42.30511375018597,-71.08243229684746
1748,616,42.31668279490445,-71.05541001357557
1749,614,42.33954198983014,-71.06940876967543
1750,613,42.28657333681241,-71.06408373963264
1758,616,42.32866283555608,-71.08563401183545
1764,617,42.28482576580488,-71.09137368938802
1779,613,42.24124925533901,-71.12629907670339
1783,617,42.28029154525716,-71.07220575569981
1787,619,42.34717096925463,-71.09855096275847
1793,617,42.32866283555608,-71.08563401183545
1804,520,42.34497952675775,-71.14090625595264
1807,520,42.353131637132726,-71.14517338698923
1808,520,42.34115126768371,-71.14343416977322
1809,520,42.2802435212006,-71.08481509241136
1815,619,42.3548654151182,-71.13259322456055
1823,617,0.0,0.0
1827,616,42.34271004169548,-71.08484000743263
1847,614,42.27226741531469,-71.15027649829292
1852,614,42.35828556311664,-71.12857456363311
1854,615,42.34905600030506,-71.15049849975023
1862,617,42.32207030799204,-71.07653034719274
1870,617,42.35521428732261,-71.06206350909659
1871,617,42.345978638172205,-71.0767123504031
1873,614,42.30971856767274,-71.10429431787648
1882,617,42.318979194440985,-71.07964653366601
1884,616,0.0,0.0
1886,613,42.348623815554966,-71.08277637086411
1889,301,42.35093666520846,-71.06399897413644
1893,617,42.26727913095196,-71.15200487275602
1895,619,42.25767476418884,-71.12367145910841
1922,301,42.33455373593907,-71.07560801275244
1923,520,42.34905600030506,-71.15049849975023
1924,617,42.33954198983014,-71.06940876967543
1936,613,42.359979672263634,-71.05474134552637
1940,617,42.36183856656472,-71.05976489094158
1971,520,42.29037675504042,-71.06139736159689
1972,617,42.36106519232394,-71.0691065134385
1976,614,42.33954198983014,-71.06940876967543
1983,613,42.31016763493557,-71.06291179788761
1987,617,42.34999732725388,-71.08103440327558
1994,616,42.33954198983014,-71.06940876967543
1997,520,42.33043339992568,-71.10268548602917
2000,617,42.29755532959655,-71.05970910242573
2003,617,42.34147510102186,-71.08495034007498
2013,613,42.28515394033705,-71.09102185278633
2016,613,42.34932471285015,-71.0801480124617
2020,301,42.31521133766155,-71.0878359242823
2022,612,42.34429401585813,-71.0829990100726
2029,614,42.32832263456479,-71.07861090651446
2040,301,42.37172265802672,-71.0366554935452
2041,520,42.35160841633627,-71.14602579743284
2049,614,42.37984951362204,-71.06200406804102
2053,617,42.34667829976748,-71.0659255905945
